7720601,Kỹ thuật xét nghiệm y học,B00,24.5,Ngưỡng điểm trúng tuyển xét theo nhu cầu xã hội
7720602,Kỹ thuuật hình ảnh y học,B00,23.7,Ngưỡng điểm trúng tuyển xét theo nhu cầu xã hội
7720101,Y khoa,B00,26.6,SI >= 8.25. TTNV <=7
7720201,Dược Học,B00,25,HO >= 7.25. TTNV <=11
7720301A,Điều dưỡng đa khoa,B00,19,SI >= 6.25. TTNV <=1
7720301B,Điều dưỡng nha khoa,B00,19,SI >= 7.25. TTNV <=1
7720301C,Điều dưỡng gây mê hồi sức,B00,19,SI >= 4.75. TTNV <=2
7720301D,Điều dưỡng phụ sản,B00,19,SI >= 6.5. TTNV <=6
7720601,Kỹ thuật xét nghiệm y học,B00,24.3,SI >= 7.5. TTNV <=2
7720602,Kỹ thuật hình ảnh y học,B00,22.5,SI >= 5.75. TTNV <=2
7720603,Kỹ thuật phục hồi chức năng,B00,22,SI >= 6.5. TTNV <= 1
7720701,Y tế công cộng,B00,15,SI >= 4.5. TTNV <= 7
7720101,Y khoa,B00,26.9,TTNV<=1
7720115,Y học cổ truyền,B00,24.35,TTNV<=3
7720110,Y học dự phòng,B00,22.1,TTNV<=3
7720201,Dược học,A00,24.9,TTNV<=8
7720301,Điều dưỡng,B00,24.2,TTNV<=4
7340101A,Quản trị kinh doanh (Chương trình song ngữ Anh-Việt),A01,23,Điểm điều kiện tiếng Anh: 5.5
7340101A,Quản trị kinh doanh (Chương trình song ngữ Anh-Việt),D01,23,Điểm điều kiện tiếng Anh: 5.5
7340101A,Quản trị kinh doanh (Chương trình song ngữ Anh-Việt),D07,23,Điểm điều kiện tiếng Anh: 5.5
7340101A,Quản trị kinh doanh (Chương trình song ngữ Anh-Việt),D96,23,Điểm điều kiện tiếng Anh: 5.5
7810201PHE,"Quản trị khách sạn (chương trình định hướng nghề nghiệp, đào tạo song ngữ anh -Việt)",A01,20,Điểm điều kiện tiếng Anh: 5.5
7810201PHE,"Quản trị khách sạn (chương trình định hướng nghề nghiệp, đào tạo song ngữ anh -Việt)",D01,20,Điểm điều kiện tiếng Anh: 5.5
7810201PHE,"Quản trị khách sạn (chương trình định hướng nghề nghiệp, đào tạo song ngữ anh -Việt)",D07,20,Điểm điều kiện tiếng Anh: 5.5
7810201PHE,"Quản trị khách sạn (chương trình định hướng nghề nghiệp, đào tạo song ngữ anh -Việt)",D96,20,Điểm điều kiện tiếng Anh: 5.5
7340301PHE,"Kế toán (chương trình định hướng nghề nghiệp, đào tạo song ngữ Anh- Việt)",A01,20,Điểm điều kiện tiếng Anh: 5.5
7340301PHE,"Kế toán (chương trình định hướng nghề nghiệp, đào tạo song ngữ Anh- Việt)",D01,20,Điểm điều kiện tiếng Anh: 5.5
7340301PHE,"Kế toán (chương trình định hướng nghề nghiệp, đào tạo song ngữ Anh- Việt)",D07,20,Điểm điều kiện tiếng Anh: 5.5
7340301PHE,"Kế toán (chương trình định hướng nghề nghiệp, đào tạo song ngữ Anh- Việt)",D96,20,Điểm điều kiện tiếng Anh: 5.5
7480201PHE,"Công nghệ thông tin (chương trình định hướng nghề nghiệp, đào tạo song ngũ Anh- Việt",A01,20,Điểm điều kiện tiếng Anh: 5.5
7480201PHE,"Công nghệ thông tin (chương trình định hướng nghề nghiệp, đào tạo song ngũ Anh- Việt",D01,20,Điểm điều kiện tiếng Anh: 5.5
7480201PHE,"Công nghệ thông tin (chương trình định hướng nghề nghiệp, đào tạo song ngũ Anh- Việt",D07,20,Điểm điều kiện tiếng Anh: 5.5
7480201PHE,"Công nghệ thông tin (chương trình định hướng nghề nghiệp, đào tạo song ngũ Anh- Việt",D96,20,Điểm điều kiện tiếng Anh: 5.5
7220201,Ngôn ngữ Anh (4 chuyên ngành:Biên -phiên dịch; Tiếng anh du lịch; Giảng dạy Tiếng Anh; Song ngữ Anh - Trung),A01,24,Điểm điều kiện tiếng Anh: 6.5
7220201,Ngôn ngữ Anh (4 chuyên ngành:Biên -phiên dịch; Tiếng anh du lịch; Giảng dạy Tiếng Anh; Song ngữ Anh - Trung),D01,24,Điểm điều kiện tiếng Anh: 6.5
7220201,Ngôn ngữ Anh (4 chuyên ngành:Biên -phiên dịch; Tiếng anh du lịch; Giảng dạy Tiếng Anh; Song ngữ Anh - Trung),D14,24,Điểm điều kiện tiếng Anh: 6.5
7220201,Ngôn ngữ Anh (4 chuyên ngành:Biên -phiên dịch; Tiếng anh du lịch; Giảng dạy Tiếng Anh; Song ngữ Anh - Trung),D15,24,Điểm điều kiện tiếng Anh: 6.5
7340301,Kế toán (2 chuyên ngành: Kế toán; Kiểm toán),A01,20,Điểm điều kiện tiếng Anh: 5.0
7340301,Kế toán (2 chuyên ngành: Kế toán; Kiểm toán),D01,20,Điểm điều kiện tiếng Anh: 5.0
7340301,Kế toán (2 chuyên ngành: Kế toán; Kiểm toán),D07,20,Điểm điều kiện tiếng Anh: 5.0
7340301,Kế toán (2 chuyên ngành: Kế toán; Kiểm toán),D96,20,Điểm điều kiện tiếng Anh: 5.0
7340201,Tài chính - ngân hàng,A01,20,Điểm điều kiện tiếng Anh: 5.0
7340201,Tài chính - ngân hàng,D01,20,Điểm điều kiện tiếng Anh: 5.0
7340201,Tài chính - ngân hàng,D07,20,Điểm điều kiện tiếng Anh: 5.0
7340201,Tài chính - ngân hàng,D96,20,Điểm điều kiện tiếng Anh: 5.0
TLA106,Công nghệ thông tin,A00,25.25,Tiêu chí phụ: Điểm Toán >= 9. TTNV <= 4
TLA106,Công nghệ thông tin,A01,25.25,Tiêu chí phụ: Điểm Toán >= 9. TTNV <= 4
TLA106,Công nghệ thông tin,D01,25.25,Tiêu chí phụ: Điểm Toán >= 9. TTNV <= 4
TLA106,Công nghệ thông tin,D07,25.25,Tiêu chí phụ: Điểm Toán >= 9. TTNV <= 4
TLA116,Hệ thống thông tin,A00,24.45,Tiêu chí phụ: Điểm Toán >= 7.4. TTNV <= 3
TLA116,Hệ thống thông tin,A01,24.45,Tiêu chí phụ: Điểm Toán >= 7.4. TTNV <= 3
TLA116,Hệ thống thông tin,D01,24.45,Tiêu chí phụ: Điểm Toán >= 7.4. TTNV <= 3
TLA116,Hệ thống thông tin,D07,24.45,Tiêu chí phụ: Điểm Toán >= 7.4. TTNV <= 3
TLA117,Kỹ thuật phần mềm,A00,24.6,Tiêu chí phụ: Điểm Toán >= 8.6. TTNV <= 5
TLA117,Kỹ thuật phần mềm,A01,24.6,Tiêu chí phụ: Điểm Toán >= 8.6. TTNV <= 5
TLA117,Kỹ thuật phần mềm,D01,24.6,Tiêu chí phụ: Điểm Toán >= 8.6. TTNV <= 5
TLA117,Kỹ thuật phần mềm,D07,24.6,Tiêu chí phụ: Điểm Toán >= 8.6. TTNV <= 5
TLA126,Trí tuệ nhân tạo và khoa học dữ liệu,A00,23.8,Tiêu chí phụ: Điểm Toán >= 8.8. TTNV <= 7
TLA126,Trí tuệ nhân tạo và khoa học dữ liệu,A01,23.8,Tiêu chí phụ: Điểm Toán >= 8.8. TTNV <= 7
TLA126,Trí tuệ nhân tạo và khoa học dữ liệu,D01,23.8,Tiêu chí phụ: Điểm Toán >= 8.8. TTNV <= 7
TLA126,Trí tuệ nhân tạo và khoa học dữ liệu,D07,23.8,Tiêu chí phụ: Điểm Toán >= 8.8. TTNV <= 7
7720101TP,Y khoa,B00,26.35,NN >=10. DTB12 >=9.3. VA >=7.75. TTNV <=2
7720101TQ,Y khoa,B00,27.35,NN >=9.4. DTB12 >=8.7. VA >=6.5. TTNV <=2
7720201TP,Dược học,B00,26.15,NN >=8.2. DTB12 >=8.8. VA >=6.5. TTNV <=2
7720201TQ,Dược học,B00,26.35,NN >=7. DTB12 >=9. VA >=6.75. TTNV <=1
7720301TP,Điều dưỡng,B00,24.25,NN >=9. DTB12 >=9.7. VA >=8. TTNV <=4
7720301TQ,Điều dưỡng,B00,24,NN >=8.6. DTB12 >=8.6. VA >=7.5. TTNV <=5
7720401TP,Dinh dưỡng,B00,23.8,NN >=0. DTB12 >=0. VA >=0. TTNV <=7
7720401TQ,Dinh dưỡng,B00,23.45,NN >=0. DTB12 >=0. VA >=0. TTNV <=8
7720501TP,Răng Hàm Mặt,B00,26.6,NN >=6. DTB12 >=7.8. VA >=5.5. TTNV <=1
7720501TQ,Răng Hàm Mặt,B00,27.35,NN >=9. DTB12 >=8.9. VA >=6.5. TTNV <=4
7720601TP,Kỹ thuật xét nghiệm y học,B00,25.6,NN >=8.6. DTB12 >=9.2. VA >=5.25. TTNV <=1
7720601TQ,Kỹ thuật xét nghiệm y học,B00,25.7,NN >=6. DTB12 >=8.2. VA >=5.75. TTNV <=7
7720602TP,Kỹ thuật hình ảnh y học,B00,24.85,NN >=8.4. DTB12 >=9.6. VA >=7.75. TTNV <=1
